mc_run_id,grouping,mean_ghgs,mean_land,mean_watscar,mean_eut,mean_ghgs_ch4,mean_ghgs_n2o,mean_bio,mean_watuse,mean_acid,sd_ghgs,sd_land,sd_watscar,sd_eut,sd_ghgs_ch4,sd_ghgs_n2o,sd_bio,sd_watuse,sd_acid,n_participants,sex,diet_group,age_group
4,meat50-99_female_60-69,6.453598269,8.792395541,19053.0321,28.93442295,1.303290217,0.514512553,258.989995,1003.144104,35.8017311,1.493446118,2.053445099,7133.206662,6.58050399,0.368976869,0.190619078,118.0034201,411.9438082,7.358085161,1456,female,meat,60-69
4,meat50-99_female_70-79,6.610521697,9.249305172,18491.58945,29.36703826,1.328047516,0.537942206,275.9990155,1017.488102,35.56902821,1.589563697,2.33396953,6788.874401,7.067338579,0.399482379,0.203739056,138.8347296,432.9755378,7.573111453,450,female,meat,70-79
4,meat50-99_male_20-29,6.453452626,9.494500003,18305.15439,36.67184548,1.259209285,0.478438659,274.6124691,994.8237021,37.52047442,1.520153029,2.549450925,7584.848864,11.67111938,0.379101749,0.172858569,116.1153277,474.3790412,8.425192087,151,male,meat,20-29
4,meat50-99_male_30-39,6.631213871,9.691102878,18342.73729,35.93749761,1.303435445,0.508455059,287.1786591,973.7931136,37.41282728,1.646801401,2.598747433,7511.355762,11.81212262,0.423271521,0.185600248,127.8242573,458.8336467,9.322980712,304,male,meat,30-39
4,meat50-99_male_40-49,6.414574007,9.739401706,17448.44526,34.22671089,1.30049613,0.498085087,274.1687019,884.9929903,36.55293673,1.423281662,2.527798475,7049.032398,11.06006678,0.369126782,0.173782338,121.2047491,348.3302605,7.867632738,663,male,meat,40-49
4,meat50-99_male_50-59,6.459264607,9.266656814,17564.69574,31.44684156,1.290690112,0.504349247,262.7827623,919.9193626,35.83465103,1.503030547,2.443717442,6637.993525,9.519081139,0.372958165,0.166939193,112.8331195,365.5611728,8.032646383,671,male,meat,50-59
4,meat50-99_male_60-69,6.569560436,9.366628552,17806.58131,30.3931301,1.323856618,0.519174451,270.4844971,924.8637539,35.60926441,1.519601833,2.216741176,6730.467041,8.326900997,0.366427278,0.196542249,129.9772244,412.3198819,7.694222448,634,male,meat,60-69
4,meat50-99_male_70-79,6.689175901,9.667046964,17575.71682,30.24479279,1.362807159,0.540295718,266.7206254,965.9071851,35.02371632,1.487653752,2.177955236,6396.420022,7.273220515,0.372774127,0.168396276,101.5726092,384.8731164,7.258188099,231,male,meat,70-79
4,vegan_female_20-29,2.294820451,4.153608873,11011.40755,8.648989074,0.157358235,0.209731824,111.884209,569.1841067,8.639624385,0.875451163,1.387953486,6226.30281,3.015216822,0.146626469,0.117826486,85.53737435,531.5911502,3.633718388,487,female,vegan,20-29
4,vegan_female_30-39,2.474800651,4.371710949,11210.71983,9.096178847,0.178229063,0.232313575,127.7221456,635.6297758,8.987583547,0.987851682,1.465845411,6291.224383,3.436546909,0.184207241,0.138737437,102.5801847,579.6488774,3.673362265,376,female,vegan,30-39
4,vegan_female_40-49,2.460332242,4.625808076,12045.46873,9.357332928,0.173311383,0.224977476,109.3752843,702.8958401,9.78288655,0.927250035,1.593440858,8403.553718,3.404684715,0.162999009,0.109939343,68.51352883,781.6877137,4.523708499,219,female,vegan,40-49
4,vegan_female_50-59,2.400205368,4.504425189,12003.97287,9.137444086,0.161853559,0.229535207,125.1079327,546.1066671,9.597690892,0.855915032,1.684260159,8167.371519,3.284777004,0.166666606,0.121107205,95.15119905,376.2332492,4.168827965,106,female,vegan,50-59
4,vegan_female_60-69,2.459200853,4.795591636,11364.44618,9.461740071,0.156547362,0.222486269,117.3497413,547.7818721,10.26137034,1.034941208,1.885350409,6535.42992,4.062173998,0.199689943,0.15652361,103.4379017,439.4976088,4.829460884,81,female,vegan,60-69
4,vegan_female_70-79,2.764009767,4.905922988,11327.09935,9.738574349,0.218801795,0.252958841,129.4385098,728.4764136,10.22166406,1.446172066,2.130620708,5205.868722,4.415126692,0.231788648,0.161540697,122.1712032,549.6862941,5.153943249,25,female,vegan,70-79
4,vegan_male_20-29,2.699253716,5.13850438,11698.41225,11.22827071,0.168026737,0.222871289,119.8668183,615.8355074,10.60389822,1.166984113,3.277567755,7049.252496,20.62504088,0.264930774,0.126811064,115.6701858,479.6648279,10.57588459,198,male,vegan,20-29
4,vegan_male_30-39,2.668554734,4.641458594,11362.52991,9.292711137,0.166592685,0.23015868,129.3218318,620.0412408,9.772216703,1.054902572,1.50226181,6228.075599,3.016515745,0.148468959,0.1477569,110.4246564,530.3143699,3.667875691,251,male,vegan,30-39
4,vegan_male_40-49,2.66848173,4.830897112,11157.8111,9.414654328,0.174194975,0.245662752,139.0471599,665.848949,9.748484257,1.128822131,1.700011068,6044.442117,3.316870815,0.191158018,0.182502929,131.0596293,668.1008011,4.071864583,165,male,vegan,40-49
4,vegan_male_50-59,2.424833205,4.655584312,11152.5314,9.474291878,0.161269267,0.219634011,122.847987,519.2614061,9.503867614,0.81923833,1.750634066,5004.427144,3.363283114,0.162663254,0.156451544,105.2824368,324.9813316,2.962359318,62,male,vegan,50-59
4,vegan_male_60-69,2.440610877,4.894529589,12143.53557,8.850127264,0.132770428,0.222474336,121.6304135,655.2983964,9.499019744,0.942759858,1.95133652,6671.158797,2.940805846,0.14184697,0.147784429,111.9999855,703.8656926,3.490349668,52,male,vegan,60-69
4,vegan_male_70-79,2.585422573,5.114576495,9725.95904,9.38931199,0.190749696,0.235546393,131.1925479,655.4721337,9.860106323,0.777974358,1.852403311,3404.766708,2.885179669,0.20771317,0.113460048,75.99121319,528.6827131,4.883637291,19,male,vegan,70-79
4,veggie_female_20-29,3.643632002,5.338055787,16731.97069,14.6944578,0.759445482,0.332384405,172.1258034,630.4722416,18.37686772,1.250526187,1.754767419,7469.922062,5.373251578,0.347549454,0.163998022,103.9727121,330.6999537,7.081596477,3752,female,veggie,20-29
4,veggie_female_30-39,3.714588602,5.425652277,16812.47371,14.55379357,0.754799524,0.329773637,175.4217573,659.1287035,18.69159029,1.278605269,1.739563088,7302.986486,4.745282085,0.362886746,0.165390483,111.0123134,330.0241478,7.042019482,3634,female,veggie,30-39
4,veggie_female_40-49,3.715882038,5.460633663,17230.53367,14.51590567,0.754400421,0.331587931,172.4762526,671.6157889,18.97968223,1.299323017,1.757877804,7548.998295,4.752153992,0.373458918,0.176217467,115.6974429,343.6443508,7.325465852,2696,female,veggie,40-49
4,veggie_female_50-59,3.721794889,5.494945625,17927.44099,14.43856202,0.75364138,0.339766743,172.9333386,685.3802235,19.24931124,1.3546537,1.808454221,8083.093106,4.715665379,0.393793701,0.191982893,129.7989686,375.3832221,7.438283832,1203,female,veggie,50-59
4,veggie_female_60-69,3.866763661,5.693005455,17531.92733,14.80495487,0.786110194,0.346391921,178.2769593,685.897939,19.82540356,1.353017289,1.81346191,7732.940866,4.763103987,0.387493318,0.186405749,121.9109779,426.6310264,7.378355736,536,female,veggie,60-69
4,veggie_female_70-79,3.958936517,5.97645168,17256.56022,15.06496761,0.779572255,0.35842333,183.4803776,639.0986925,20.05162686,1.33048044,1.825689735,7627.78671,4.740459429,0.370458355,0.168236995,115.4455364,312.3984918,7.478404944,289,female,veggie,70-79
4,veggie_male_20-29,4.160167204,6.060003966,16727.43653,16.28246267,0.823260233,0.346007105,184.0449798,661.5007997,20.82771305,1.483400587,1.894206576,7375.736553,5.633863389,0.406447058,0.154923183,106.7239171,302.3728035,8.46300862,646,male,veggie,20-29
4,veggie_male_30-39,4.110275845,5.988161249,16452.63056,15.71227453,0.780708515,0.333651082,182.0523877,667.8243829,20.5956094,1.464282982,1.867663359,7702.010453,5.425362531,0.403603125,0.15028992,103.6246746,390.0092419,8.549098156,1221,male,veggie,30-39
4,veggie_male_40-49,3.990777074,5.973850479,15905.00296,15.2356227,0.745795182,0.331661186,180.3136651,668.7215932,19.72192283,1.478470473,2.007468436,6856.318998,5.593264155,0.393507207,0.179770766,124.9466623,332.6921417,7.981517861,961,male,veggie,40-49
4,veggie_male_50-59,3.893819981,5.873183164,16047.79311,14.79845965,0.721618205,0.33357039,182.1331711,614.863443,19.22125191,1.380712445,1.879157287,6860.468797,5.167119271,0.385382609,0.170563533,121.9221397,303.3799354,7.619254986,426,male,veggie,50-59
4,veggie_male_60-69,3.93150662,6.112765737,16196.96103,14.92670393,0.734540854,0.353666473,189.7092867,651.2760978,19.24934892,1.443983803,2.031329519,6957.095206,5.008550768,0.395158384,0.196319545,146.4353553,558.1802735,7.387938629,229,male,veggie,60-69
4,veggie_male_70-79,4.212493105,6.348666636,16766.06598,15.83741131,0.804248148,0.386379784,211.2763278,622.7281193,20.29136075,1.648517434,1.975248385,7578.457835,5.549936365,0.431454017,0.205901604,147.872085,313.6939744,8.046305614,158,male,veggie,70-79
5,fish_female_20-29,4.485695612,6.111953673,12487.77659,22.93997912,0.757036838,0.341590875,269.1141508,533.7504753,22.44864737,1.529469424,2.579699811,4940.848045,7.425183464,0.346418867,0.127906699,117.168565,196.2013511,7.872333301,1329,female,fish,20-29
5,fish_female_30-39,4.608548635,6.277737467,12127.62949,23.47765601,0.767918773,0.350175603,292.6029587,514.5747209,23.18712337,1.453428655,2.415346475,4662.346723,7.578019346,0.327801786,0.123136582,120.0536352,184.0180411,7.615896771,2024,female,fish,30-39
5,fish_female_40-49,4.624273133,6.341083717,12239.42314,23.3112735,0.776518672,0.362877332,309.7198692,502.1251805,23.35497819,1.418634842,2.051720335,4917.066314,7.246005898,0.334937598,0.131940304,135.373777,182.1790091,7.687157643,1689,female,fish,40-49
5,fish_female_50-59,4.67519768,6.392754684,13151.81148,23.70443277,0.764791182,0.380412198,311.290192,518.821296,23.65547207,1.52973162,2.377170092,5660.934583,8.477088332,0.338839817,0.144296219,127.5122071,205.9227435,8.105753525,946,female,fish,50-59
5,fish_female_60-69,4.770143779,6.725655773,13795.52545,24.22559434,0.799945077,0.38143889,319.6834266,537.7884355,24.51468737,1.565356514,2.511743774,5493.893761,8.154974414,0.362438544,0.130164387,135.3244217,208.854885,8.275130057,492,female,fish,60-69
5,fish_female_70-79,4.589607449,6.748900852,13282.44004,23.19358484,0.764445662,0.37381194,306.5006275,521.1825537,23.44323583,1.39535224,2.005721494,5784.495126,7.432128609,0.303991432,0.136838227,134.4170666,205.3764239,7.756227038,195,female,fish,70-79
5,fish_male_20-29,5.307941034,7.099465231,13387.76432,27.61106023,0.853967439,0.370613087,307.8151474,596.8685924,26.30864772,1.6214993,2.34981739,5957.022104,10.92616594,0.353544868,0.139660008,136.086168,232.8208284,8.461019647,163,male,fish,20-29
5,fish_male_30-39,5.009508254,6.793982478,12989.30661,25.65257158,0.789764888,0.361545055,307.6012466,569.2671594,24.84315053,1.546523524,2.276149462,5175.742485,8.572012372,0.344434598,0.127512326,133.384062,223.3550776,8.123025482,412,male,fish,30-39
5,fish_male_40-49,4.950657747,6.781393599,12199.85781,25.10384092,0.785306042,0.3563455,304.0990418,535.9046367,24.24821784,1.603433184,2.801247094,4525.27715,9.43417866,0.340106516,0.120979688,128.2564296,191.9113723,8.444009295,432,male,fish,40-49
5,fish_male_50-59,4.943008495,6.609496628,12956.77393,24.61073405,0.781362208,0.369937139,319.795558,547.5241829,24.4426247,1.516375436,1.904851466,5338.728206,8.042151965,0.334765156,0.122572313,122.9656066,210.1206647,8.242334158,214,male,fish,50-59
5,fish_male_60-69,4.854020884,7.066260485,12958.29532,24.36293825,0.79216593,0.364920634,320.2060615,537.5170111,24.20012592,1.92789234,3.793435537,5273.674724,9.255650715,0.433178572,0.145388389,146.2559413,211.7346424,9.158286722,159,male,fish,60-69
5,fish_male_70-79,4.861294287,7.322997733,14467.36478,24.70978181,0.79699285,0.386383147,306.7951671,573.4655945,24.58554253,1.594672588,2.402015476,6273.08426,9.58787295,0.358661379,0.138904365,119.3819832,259.4703981,7.51738324,68,male,fish,70-79
5,meat <50_female_20-29,5.058147964,8.235499579,12948.66191,24.20337591,0.928465376,0.403079846,277.6842047,534.8775325,24.11246295,1.506130701,3.089951949,4856.515743,7.177169944,0.333889897,0.132704011,122.2743496,184.2617709,7.422691668,764,female,meat50,20-29
5,meat <50_female_30-39,5.225272961,8.306574092,12975.27004,24.92222798,0.948009869,0.408237606,297.388806,533.4507337,25.17758581,1.597052147,3.027125618,4768.796556,7.521525018,0.35188866,0.136422329,126.5872326,175.3495499,7.963160194,1483,female,meat50,30-39
5,meat <50_female_40-49,5.423054991,8.805962648,13133.46886,25.27263509,0.99697264,0.429029082,311.8925505,533.6488537,25.66894444,1.503347287,3.251065934,4668.408331,6.968857737,0.342631004,0.131108747,126.752421,170.9684968,7.309619219,2093,female,meat50,40-49
5,meat <50_female_50-59,5.542580206,9.063962093,14120.38695,25.60943888,1.027374442,0.443677938,312.2075546,555.9500703,26.57988314,1.497896885,3.381191998,5283.445524,6.933495079,0.342529849,0.130193778,124.5893368,186.5728809,7.386589406,1698,female,meat50,50-59
5,meat <50_female_60-69,5.612507777,9.203343735,14420.52758,25.98214009,1.064507972,0.44723708,317.5329724,562.2732797,27.31065443,1.491535108,3.339480552,5110.934131,7.019091648,0.338636274,0.127777722,122.5640863,176.7050163,7.441761954,1047,female,meat50,60-69
5,meat <50_female_70-79,5.526109421,9.196978558,14217.04607,25.53188636,1.05592561,0.435689395,308.8902394,547.8243943,26.98199633,1.614299209,3.616662111,5090.929037,7.334753424,0.370837115,0.128065738,115.8624777,180.5197983,7.988081481,381,female,meat50,70-79
5,meat <50_male_20-29,5.509636726,9.011585373,13004.24243,25.9567194,1.022298346,0.40879234,301.2465947,558.0311235,25.92295329,1.476198399,3.045963491,4284.405132,7.672798125,0.332033938,0.109942707,132.6793658,183.6557707,8.00655519,131,male,meat50,20-29
5,meat <50_male_30-39,5.696854458,8.93734397,13539.08924,27.09116534,1.025178219,0.422124616,320.6429419,577.1402754,27.1532873,1.699962677,3.1637035,5953.443907,8.78320235,0.371424324,0.138377545,130.2655653,231.7039784,8.553551025,370,male,meat50,30-39
5,meat <50_male_40-49,5.698098106,9.103183441,13050.40391,26.24776506,1.032479442,0.421366711,315.5048038,555.7096114,26.87437225,1.586885938,3.251030768,4817.986837,7.378540655,0.366577203,0.118823383,127.7363036,180.1916812,7.95274633,448,male,meat50,40-49
5,meat <50_male_50-59,5.755902949,9.38574612,13426.9953,26.18427583,1.062164973,0.444000087,332.3687588,558.6192631,27.21475205,1.49190732,3.192634161,4415.862922,6.400358922,0.361302187,0.127468795,137.6683395,161.2379116,7.277767056,410,male,meat50,50-59
5,meat <50_male_60-69,5.692846957,9.660447127,13754.45156,26.21737567,1.055823551,0.435669377,317.8975926,564.2992696,27.10148028,1.62735248,3.581203003,4825.18204,8.121148882,0.345029636,0.127564245,130.6780165,191.7570843,7.693662554,364,male,meat50,60-69
5,meat <50_male_70-79,5.778075749,9.793015625,14711.95669,26.45390686,1.095649142,0.442204043,310.4027358,585.7467755,28.0415951,1.602596311,3.681985469,5144.606128,6.450018031,0.346225792,0.115685474,122.9495284,192.0283066,7.754094272,143,male,meat50,70-79
5,meat 100+_female_20-29,10.4480551,24.22440506,20021.20365,40.32891518,2.088007044,0.811828915,333.1708557,790.8701457,41.12062684,3.939960983,13.31370526,5908.775646,11.66316236,0.855514614,0.24943267,136.1611092,218.9994575,10.9505808,393,female,meat100,20-29
5,meat 100+_female_30-39,10.88958777,25.61152946,18955.49383,41.21305567,2.162695445,0.825891612,357.9772103,755.8039281,42.37666829,4.029710863,13.96582922,5005.22813,11.85795609,0.847620039,0.244080137,120.7203498,195.170091,11.08526177,778,female,meat100,30-39
5,meat 100+_female_40-49,12.08765302,29.84187052,18815.11332,43.14213927,2.432526639,0.890914583,388.4130281,744.888981,44.98534105,4.350650751,15.23162085,5275.790412,12.02482916,0.914904555,0.256684861,124.1419308,198.8628773,11.39555733,1935,female,meat100,40-49
5,meat 100+_female_50-59,12.50283217,31.22977278,19297.648,44.18786567,2.521376324,0.91542953,391.1120182,754.6562785,46.54906822,4.21138914,14.89504763,5620.163294,11.28899753,0.886970073,0.247649712,126.9623287,197.4297624,11.1990056,1753,female,meat100,50-59
5,meat 100+_female_60-69,12.38400032,31.07793683,19755.1514,44.15615522,2.506766114,0.90040577,388.3338559,756.8300649,46.69145302,4.94249192,17.60779487,5889.980413,13.10316588,1.007984541,0.277073504,123.5121754,206.4242455,12.19411482,843,female,meat100,60-69
5,meat 100+_female_70-79,12.84139512,32.82892241,19474.42069,45.12042518,2.655274061,0.919360569,384.3983111,754.8048406,48.21431226,5.87535547,20.53853183,5851.705756,14.05702687,1.276528289,0.318285574,113.3969349,207.3165721,14.70857749,274,female,meat100,70-79
5,meat 100+_male_20-29,12.27485636,28.60369966,21655.37548,47.47525322,2.547672844,0.930145208,370.4988934,891.8495099,47.74571859,4.741563016,15.99140245,6920.585243,14.94971713,1.022909917,0.310222248,135.8149154,272.8189517,13.89808668,132,male,meat100,20-29
5,meat 100+_male_30-39,11.62210714,27.19599076,20086.34027,44.29763623,2.334351601,0.879372866,374.5342159,823.241651,44.09058725,4.678447555,16.04266247,6073.265621,12.73128227,1.015158824,0.289483711,134.020057,231.7112806,12.35569918,260,male,meat100,30-39
5,meat 100+_male_40-49,12.17766772,29.5415743,18670.19368,44.6516952,2.455426409,0.889638833,376.6662381,766.348758,45.2627568,4.165730425,14.45550306,5278.3472,12.06536809,0.871433939,0.243865929,116.3823266,198.8009802,11.36911366,616,male,meat100,40-49
5,meat 100+_male_50-59,12.49449314,30.60229019,19075.21251,45.43058604,2.519821364,0.896165209,385.2452933,779.7841216,46.78600631,4.455891027,15.47989679,5296.566207,12.39917858,0.944065151,0.268133693,124.8933083,200.448771,11.9566141,591,male,meat100,50-59
5,meat 100+_male_60-69,12.13983341,29.86517151,19241.23472,45.10180378,2.478954185,0.883385222,382.1683983,769.1538539,46.29294899,4.336090172,15.34604318,5247.704168,12.45666209,0.887696925,0.248431149,124.9161068,197.2628251,11.46683774,543,male,meat100,60-69
5,meat 100+_male_70-79,13.03093733,33.34831427,19573.20067,46.79475131,2.661805669,0.920344685,373.7584095,792.3598282,48.46869214,5.874425888,21.47744376,5563.684703,13.78076465,1.199501584,0.305740553,105.5227122,207.9622204,13.71842357,168,male,meat100,70-79
5,meat50-99_female_20-29,6.728184732,12.56506654,15880.07069,29.93050549,1.282659816,0.53982316,293.7226391,647.1366779,29.9812216,1.951559647,5.871840052,4884.799565,7.708410209,0.45433198,0.143860685,121.7905322,186.8985572,7.661444318,669,female,meat,20-29
5,meat50-99_female_30-39,7.017372021,13.38508635,15609.82167,30.42299788,1.353691691,0.554855035,319.5759618,630.9799903,30.89532791,2.107835979,6.602076596,4696.696552,7.682425549,0.468672794,0.147348431,119.6238499,177.5016521,7.581843849,1350,female,meat,30-39
5,meat50-99_female_40-49,7.536054828,15.03062263,15774.15638,31.27327333,1.464867249,0.588776919,334.2448421,631.6273091,32.42100986,2.264151153,7.415073956,4915.664985,7.677595722,0.494964587,0.151826492,118.2691829,174.1918785,7.756110173,2710,female,meat,40-49
5,meat50-99_female_50-59,7.686613637,15.41827194,16203.02548,31.66911803,1.496297197,0.600570699,339.6262392,633.7009842,33.22315817,2.494323125,8.367670859,5008.43514,7.65592072,0.538904932,0.156451668,118.1994665,170.7526908,7.912805346,2682,female,meat,50-59
5,meat50-99_female_60-69,7.480445507,14.82573799,17047.41417,31.6917678,1.467096008,0.589263745,333.1431235,653.7666939,33.37279279,2.342599717,7.858889533,5434.426489,7.648300581,0.501015375,0.15223451,124.1280098,181.6289329,7.75285997,1456,female,meat,60-69
5,meat50-99_female_70-79,7.570910426,15.59067388,16808.32462,32.08920276,1.488955196,0.588826027,337.4524292,648.5351808,33.29550342,2.577395912,8.757303722,5387.191326,7.544268396,0.560021827,0.155873421,123.1548232,181.256091,8.306406264,450,female,meat,70-79
5,meat50-99_male_20-29,7.148815929,12.66453534,16775.10099,32.04445602,1.356502184,0.544496657,313.1015355,700.3992965,32.11442375,1.803886587,5.129417093,5637.583724,8.118830489,0.419574799,0.14392038,137.9781907,211.8385,8.288503939,151,male,meat,20-29
5,meat50-99_male_30-39,7.444373235,13.62062558,16133.43321,32.77785434,1.432739492,0.578657816,347.0388526,682.4332003,32.90303649,2.079014069,5.91299606,5141.695488,8.528870324,0.475792367,0.149024302,129.3071673,201.9217924,8.884738275,304,male,meat,30-39
5,meat50-99_male_40-49,7.852270173,15.52995671,15654.56193,32.50843399,1.510583515,0.591992223,342.3436114,652.5530436,33.46935709,2.3312473,7.423265941,4766.273965,7.89321078,0.48808782,0.142629759,127.9649554,179.3108017,8.230266884,663,male,meat,40-49
